Id,init_name,full_name,affiliation,city,country
4886,PIGEON O,PIGEON OLIVIER,Walloon Agr Res Ctr  Agr & Nat Environm Dept  Plant Protect Prod & Biocides Physicochem & Resid,B-5030 Gembloux,Belgium
4887,PIGEON O,PIGEON OLIVIER,CRA W  Agr & Nat Environm Dept  Plant Protect Prod & Biocides Physicochem & Resid,B-5030 Gembloux,Belgium
4888,PINOGES L,PINOGES LORETXU,,,
4889,PINOGES L,PINOGES LORETXU,Epictr,Paris,France
4890,PINOGES L,PINOGES L,,,
4891,PINOGES L,PINOGES L,Epictr,Paris,France
4892,PIOLA P,PIOLA PATRICE,,,
4893,PIOLA P,PIOLA PATRICE,Inst Pasteur Madagascar  Epidemiol Unit,Antananarivo,Madagascar
4894,PIOLA P,PIOLA PATRICE,Inst Pasteur Madagascar,Antananarivo,Madagascar
4895,PIOLA P,PIOLA P,,,
4896,PIOLA P,PIOLA P,Inst Pasteur Madagascar,Antananarivo,Madagascar
4897,PIPY B,PIPY BERNARD,Univ Toulouse 3  Inst Rech Dev  UMR Pharma Dev 152  CHU Rangueil,F-31059 Toulouse,France
4898,PITTS R J,PITTS R JASON,,,
4899,PITTS R J,PITTS R JASON,Vanderbilt Univ  Dept Biol Sci,Nashville,TN 37232 USA
4900,PLOWE C V,PLOWE CHRISTOPHER V,,,
4901,PLOWE C V,PLOWE CHRISTOPHER V,Univ Maryland  Sch Med  Howard Hughes Med Inst  Ctr Vaccine Dev,Baltimore,MD 21201 USA
4902,POCQUET N,POCQUET NICOLAS,IRD  IRD 224  CNRS 5290  Unite Mixte Rech MIVEGEC UM1,Montpellier,France
4903,POINSIGNON A,POINSIGNON ANNE,UMR IRD 224 CNRS 5290 UM1 UM2  Lab MIVEGEC,F-34394 Montpellier 5,France
4904,POINSIGNON A,POINSIGNON ANNE,IRD UR016,Montpellier,France
4905,POINSIGNON A,POINSIGNON ANNE,,,
4906,POINSIGNON A,POINSIGNON ANNE,Inst Rech Dev,Montpellier,France
4907,POINSIGNON A,POINSIGNON ANNE,IRD CNRS UM1 UM2 Montpellier  MIVEGEC,Montpellier,France
4908,POINSIGNON A,POINSIGNON ANNE,UMR 224 MIVEGEC  Inst Rech Dev,F-34394 Montpellier,France
4909,POINSIGNON A,POINSIGNON ANNE,Inst Rech Dev  UR016  Controle & Caracterisat Populat Vecteurs Unit,F-34394 Montpellier 5,France
4910,POINSIGNON A,POINSIGNON ANNE,CNRS 5290  MIVEGEC  UMR IRD 224  UM1 UM2,F-34394 Montpellier 5,France
4911,POINSIGNON A,POINSIGNON ANNE,Univ Montpellier I  Inst Rech Dev  UMR MIVEGEC IRD224 CNRS5290,Montpellier,France
4912,POINSIGNON A,POINSIGNON ANNE,Univ Montpellier 2,Montpellier,France
4913,POINSIGNON A,POINSIGNON ANNE,Inst Rech Dev  UR016,Montpellier,France
4914,POINSIGNON A,POINSIGNON ANNE,Univ Montpellier I  UMR MIVEGEC  IRD224  CNRS5290,F-34394 Montpellier,France
4915,POINSIGNON A,POINSIGNON ANNE,Univ Montpellier 2  IRD,F-34394 Montpellier,France
4916,POIRIER P,POIRIER PHILIPPE,CHU Gabriel Montpied  Lab Parasitol Mycol,Clermont Ferrand,France
4917,POIRIER P,POIRIER PHILIPPE,CNRS  UMR 6023  Lab Microorganismes Genome & Environm,Aubiere,France
4918,POPOOLA O K,POPOOLA O K,,,
4919,POPOOLA O K,POPOOLA O K,Univ Ibadan  Dept Zool,Ibadan,Nigeria
4920,PORCHER R,PORCHER RAPHAEL,,,
4921,PORCHER R,PORCHER RAPHAEL,Hop St Louis  INSERM  U717,Paris,France
4922,PORCIANI A,PORCIANI ANGELIQUE,IRD  UM1 UM2 CNRS 5290 IRD 224  MiVEGEC,Cotonou,Benin
4923,PORCIANI A,PORCIANI ANGELIQUE,Ctr Rech Entomol Cotonou,Cotonou,Benin
4924,POULSEN L,POULSEN LARS,,,
4925,POULSEN L,POULSEN LARS,SCION DTU Sci Pk  Biotechnol ExpreS2,Horsholm,Denmark
4926,POUPARDIN R,POUPARDIN RODOLPHE,,,
4927,POUPARDIN R,POUPARDIN RODOLPHE,Univ Liverpool  Liverpool Sch Trop Med  Vector Grp  Liverpool L3 5QA,Merseyside,England
4928,POUPARDIN R,POUPARDIN RODOLPHE,Univ Liverpool  Liverpool Sch Trop Med  Vector Biol Dept  Liverpool L3 5QA,Merseyside,England
4929,POUPARDIN R,POUPARDIN RODOLPHE,Univ Grenoble  UMR CNRS 5553  Lab Ecol Alpine LECA,Grenoble,France
4930,POURMALEK F,POURMALEK FARSHAD,,,
4931,POURMALEK F,POURMALEK FARSHAD,Univ British Columbia  Vancouver,BC V5Z 1M9,Canada
4932,POYER S,POYER STEPHEN,Populat Serv Int  Malaria & Child Survival Dept,Nairobi,Kenya
4933,PRAKASH A,PRAKASH ANIL,,,
4934,PRAKASH A,PRAKASH ANIL,Minist H & FW Govt India  Natl Inst Res Environm Hlth,Bhopal,India
4935,PREMJI Z,PREMJI ZUL,,,
4936,PREMJI Z,PREMJI ZUL,Muhimbili Univ Hlth & Allied Sci  Dept Parasitol,Dar Es Salaam,Tanzania
4937,PREMJI Z,PREMJI ZUL,Muhimbili Univ Hlth & Allied Sci,Dar Es Salaam,Tanzania
4938,PREMJI Z,PREMJI Z,,,
4939,PREMJI Z,PREMJI Z,Muhimbili Univ Hlth & Allied Sci  Dept Parasitol,Dar Es Salaam,Tanzania
4940,PREMJI Z,PREMJI ZULFIKARALI,,,
4941,PREMJI Z,PREMJI ZULFIKARALI,Muhimbili Univ Hlth & Allied Sci,Dar Es Salaam,Tanzania
4942,PRICE R N,PRICE RIC N,,,
4943,PRICE R N,PRICE RIC N,WorldWide Antimalarial Resistance Network WWARN,Oxford,England
4944,PRICE R N,PRICE RIC N,Univ Oxford  Nuffield Dept Clin Med  Ctr Trop Med & Global Hlth,Oxford,England
4945,PRICE R N,PRICE RIC N,Menzies Sch Hlth Res  Darwin,NT,Australia
4946,PRICE R N,PRICE RIC N,Charles Darwin Univ  Darwin,NT 0909,Australia
4947,PRICE R N,PRICE RIC N,WWARN,Oxford,England
4948,PRICE R N,PRICE R N,Menzies Sch Hlth Res  Global & Trop Hlth Div  Darwin,NT,Australia
4949,PY J Y,PY J Y,,,
4950,PY J Y,PY J Y,EFS Ctr Atlant,Orleans,France
4951,QATO D,QATO DIMA,,,
4952,QATO D,QATO DIMA,Univ Illinois  Coll Pharm,Chicago,IL USA
4953,QUADROS E V,QUADROS EDWARD V,,,
4954,QUETINLECLERCQ J,QUETINLECLERCQ JOELLE,,,
4955,QUEZADA A D,QUEZADA AMADO D,,,
4956,QUEZADA A D,QUEZADA AMADO D,Natl Inst Publ Hlth Mexico  Cuernavaca,Morelos,Mexico
4957,QUINLAN J,QUINLAN JACKLYN,Univ Montreal  Mother & Child Univ Hosp Ctr CHU St Justin  Res Ctr  Montreal,PQ H3T 1C5,Canada
4958,QUISTBERG D A,QUISTBERG D ALEX,,,
4959,QUISTBERG D A,QUISTBERG D ALEX,Univ Washington,Seattle,WA 98195 USA
4960,QUIVIGER M,QUIVIGER MICHAEL,,,
4961,QUIVIGER M,QUIVIGER MICHAEL,Inst Rech Dev Mother & Child Hlth  Trop Res Unit  UMR216,Paris,France
4962,QUIVIGER M,QUIVIGER MICKAEL,,,
4963,QUIVIGER M,QUIVIGER MICKAEL,IRD  UMR216,F-75006 Paris,France
4964,QUIVIGER M,QUIVIGER MICKAEL,Inst Rech Dev  IRD UMR 216,Paris,France
4965,QUIVIGER M,QUIVIGER MICKAEL,Univ Paris 05,Paris,France
4966,QUIVIGER M,QUIVIGER M,,,
4967,QUIVIGER M,QUIVIGER M,Univ Paris 05,Paris,France
4968,QUIVIGER M,QUIVIGER M,Univ Paris 05  Unite Pharmacol Chim & Geneet  ENSCP Chim ParisTech  CNRS UMRB8151 Insern U1022,Paris,France
4969,QUIVIGER M,QUIVIGER MICKAEL,Univ Paris 05  Dept Parasitol,Paris,France
4970,QUIVIGER M,QUIVIGER MICKAEL,Univ Paris 05  Fac Pharm,Paris,France
4971,QUIVIGER M,QUIVIGER MICKAEL,Inst Rech Dev  UMR216,Paris,France
4972,RABARIJAONA L P,RABARIJAONA LEON P,,,
4973,RABARIJAONA L P,RABARIJAONA LEON P,UNICEF Madagascar,Antananarivo,Madagascar
4974,RABARIJAONA L P,RABARIJAONA LEON PAUL,,,
4975,RABARIJAONA L P,RABARIJAONA LEON PAUL,UNICEF Madagascar,Antananarivo,Madagascar
4976,RACHAS A,RACHAS ANTOINE,Inst Rech Dev  UMR216,Paris,France
4977,RACHAS A,RACHAS ANTOINE,Univ Paris 05  Fac Pharm,Paris,France
4978,RACHAS A,RACHAS ANTOINE,IRD  Mere & Enfant Face Infect Trop UMR216,Paris,France
4979,RACHAS A,RACHAS ANTOINE,IRD  UMR216,Paris,France
4980,RACHAS A,RACHAS ANTOINE,Univ Paris 05  Fac Pharmaceut Sci  IRD  UMR 216,F-75270 Paris 06,France
4981,RACHAS A,RACHAS ANTOINE,Univ Paris 05  Fac Pharm,F-75270 Paris 06,France
4982,RACHAS A,RACHAS A,IRD,Paris,France
4983,RACHAS A,RACHAS A,Univ Paris 05  Fac Pharm,Paris,France
4984,RAFAY A,RAFAY ANWAR,,,
4985,RAFAY A,RAFAY ANWAR,Contech Intl  Lahore,Punjab,Pakistan
4986,RAGHAVENDRA K,RAGHAVENDRA KAMARAJU,,,
4987,RAGHAVENDRA K,RAGHAVENDRA KAMARAJU,Natl Inst Malaria Res GoI  Dept Hlth Res  Sect 8,Delhi 110077,India
4988,RAHARINJATOVO J,RAHARINJATOVO JACKY,,,
4989,RAHARINJATOVO J,RAHARINJATOVO JACKY,PSI Madagascar  Immeuble FIARO,Antananarivo 101,Madagascar
4990,RAHIMI K,RAHIMI KAZEM,,,
4991,RAHIMI K,RAHIMI KAZEM,Univ Oxford,Oxford,England
4992,RAHIMIMOVAGHAR V,RAHIMIMOVAGHAR VAFA,,,
4993,RAHIMY C,RAHIMY C,,,
4994,RAHIMY M C,RAHIMY MOHAMED CHERIF,,,
4995,RAHIMY M C,RAHIMY MOHAMED CHERIF,Univ Abomey Calavi  Natl Sickle Cell Dis Ctr,Cotonou,Benin
4996,RAHIMY M C,RAHIMY MC,,,
4997,RAHIMY M C,RAHIMY MOHAMED CHERIF,Univ Abomey Calavi  Fac Sci Sante  Femmes Enceintes Atteints Drepanocytose,Cotonou,Benin
4998,RAHMAN S U,RAHMAN SAJJAD UR,,,
4999,RAHMAN S U,RAHMAN SAJJAD UR,Hamad Med Corp,Doha,Qatar
5000,RAJU M,RAJU MURUGESAN,,,
5001,RAJU M,RAJU MURUGESAN,Univ Missouri,Columbia,MO USA
5002,RAMAROSANDRATANA B F,RAMAROSANDRATANA BENJAMIN FANOMEZANA,,,
5003,RAMAROSANDRATANA B F,RAMAROSANDRATANA BENJAMIN FANOMEZANA,Minist Sante Publ  CNLP,Androhibe Antananarivo 101,Madagascar
5004,RAMHARTER M,RAMHARTER MICHAEL,,,
5005,RAMHARTER M,RAMHARTER MICHAEL,Ctr Rech Medicales Lambarene,Lambarene,Gabon
5006,RAMHARTER M,RAMHARTER MICHAEL,Med Univ Vienna  Div Infect Dis & Trop Med  Dept Med 1,Vienna,Austria
5007,RAMHARTER M,RAMHARTER MICHAEL,Univ Tubingen  Inst Tropenmed,Tubingen,Germany
5008,RAMHARTER M,RAMHARTER MICHAEL,Albert Schweitzer Hosp  Ctr Rech Med Lambarene CERMEL,Lambarene,Gabon
5009,RAMHARTER M,RAMHARTER MICHAEL,Univ Tubingen  Inst Trop Med,Tubingen,Germany
5010,RAMHARTER M,RAMHARTER MICHAEL,Albert Schweitzer Hosp  Ctr Rech Med Lambarene,Lambarene,Gabon
5011,RAMHARTER M,RAMHARTER MICHAEL,Med Univ Vienna  Div Infect Dis & Trop Med 1  Dept Med 1,Vienna,Austria
5012,RAMHARTER M,RAMHARTER MICHAEL,Med Univ Vienna  Dept Med 1  Div Infect Dis & Trop Med,Vienna,Austria
5013,RAMHARTER M,RAMHARTER M,,,
5014,RAMHARTER M,RAMHARTER M,Ctr Rech Med Lambarene CERMEL,Lamberene,Gabon
5015,RAMHARTER M,RAMHARTER M,Univ Tubingen  Inst Trop Med,Tubingen,Germany
5016,RAMHARTER M,RAMHARTER M,Med Univ Vienna  Div Infect Dis & Trop Med  Dept Med 1,Vienna,Austria
5017,RANA S M,RANA SALEEM M,,,
5018,RANA S M,RANA SALEEM M,Univ Punjab  Dept Publ Hlth  Lahore,Punjab,Pakistan
5019,RANDRIANARIVELOJOSIA M,RANDRIANARIVELOJOSIA MILIJAONA,,,
5020,RANDRIANARIVELOJOSIA M,RANDRIANARIVELOJOSIA MILIJAONA,Inst Pasteur Madagascar  Malaria Res Unit,Antananarivo,Madagascar
5021,RANDRIANARIVELOJOSIA M,RANDRIANARIVELOJOSIA MILIJAONA,Inst Pasteur Madagascar  Unite Rech Paludisme,Antananarivo,Madagascar
5022,RANDRIASAMIMANANA J R,RANDRIASAMIMANANA JEAN RENE,,,
5023,RANDRIASAMIMANANA J R,RANDRIASAMIMANANA JEAN RENE,Direct Agence Medicament Madagascar  Ctr Natl Pharmacovigilance,Antananarivo,Madagascar
5024,RANSON H,RANSON HILARY,,,
5025,RANSON H,RANSON HILARY,Univ Liverpool  Liverpool Sch Trop Med  Vector Grp  Liverpool L3 5QA,Merseyside,England
5026,RANSON H,RANSON HILARY,Univ Liverpool Liverpool Sch Trop Med  Vector Biol Dept  Liverpool,Merseyside,England
5027,RANSON H,RANSON HILARY,Univ Liverpool  Liverpool Sch Trop Med  Vector Biol Dept  Liverpool L3 5QA,Merseyside,England
5028,RANSON H,RANSON HILARY,Univ Liverpool  Liverpool Sch Trop Med  Liverpool L3 5QA,Merseyside,England
5029,RANSON H,RANSON HILARY,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
5030,RAPHAEL N,RAPHAEL N,,,
5031,RAPHAEL N,RAPHAEL N,CREC  London Sch Hyg & Trop Med,Cotonou,Benin
5032,RASHED S,RASHED S,,,
5033,RAVELOMANANTENA H V,RAVELOMANANTENA HANTAMALALA V,,,
5034,RAVELOMANANTENA H V,RAVELOMANANTENA HANTAMALALA V,Direct Agence Medicament Madagascar  Ctr Natl Pharmacovigilance,Antananarivo,Madagascar
5035,RAYMOND M,RAYMOND M,,,
5036,RAYMOND M,RAYMOND HOUGARDM,,,
5037,RAZACK O,RAZACK OSSE,Univ Abomey Calavi  Fac Sci & Tech,Abomey Calavi,Benin
5038,RAZACK O,RAZACK OSSE,Ctr Rech Entomol Cotonou,Cotonou,Benin
5039,RAZAKI O,RAZAKI OSSE,,,
5040,RAZAKI O,RAZAKI OSSE,CREC,Cotonou,Benin
5041,RAZAVI H,RAZAVI HOMIE,,,
5042,RAZAVI H,RAZAVI HOMIE,Ctr Dis Anal,Louisville,CO USA
5043,RECHT J,RECHT JUDITH,,,
5044,RECHT J,RECHT JUDITH,UNICEF New York,New York,NY USA
5045,REDDY B P N,REDDY B P NIRANJAN,Jiwaji Univ  Sch Studies Biotechnol  Gwalior 474002,Madhya Pradesh,India
5046,REGNA K,REGNA KIMBERLEY,,,
5047,REGNA K,REGNA KIMBERLEY,Boston Coll,Boston,MA USA
5048,REGNA K,REGNA KIMBERLY,,,
5049,REGNA K,REGNA KIMBERLY,Boston Coll  Dept Biol,Chestnut Hill,MA 02167 USA
5050,REGNA K,REGNA KIMBERLY,Boston Coll,Chestnut Hill,MA 02167 USA
5051,REILLY R Q,REILLY ROBERT QUENTIN,,,
5052,REILLY R Q,REILLY ROBERT QUENTIN,Private Consultant  Cairns,Qld,Australia
5053,REMARQUE E J,REMARQUE EDMOND J,,,
5054,REMARQUE E J,REMARQUE EDMOND J,Biomed Primate Res Ctr  Dept Parasitol,Rijswijk,Netherlands
5055,REMOUE F,REMOUE FRANCK,CREC  IRD  CNRS IRD UM1 5290 224,Cotonou,Benin
5056,REMOUE F,REMOUE FRANCK,Ctr IRD  Lab Lutte Insectes Nuisibles LIN  IRD  CNRS IRD UM1 5290 224,Montpellier,France
5057,REMOUE F,REMOUE FRANCK,UMR IRD 224 CNRS 5290 UM1 UM2  Lab MIVEGEC,F-34394 Montpellier 5,France
5058,REMOUE F,REMOUE FRANCK,Minist Sante  Ctr Rech Entomol Cotonou,Cotonou,Benin
5059,REMOUE F,REMOUE FRANCK,,,
5060,REMOUE F,REMOUE FRANCK,Inst Rech Dev CREC,Cotonou,Benin
5061,REMOUE F,REMOUE FRANCK,Inst Rech Dev,Cotonou,Benin
5062,REMOUE F,REMOUE FRANCK,IRD CNRS UM1 UM2 Cotonou  MIVEGEC,Cotonou,Benin
5063,REMOUE F,REMOUE FRANCK,CREC Cotonou,Cotonou,Benin
5064,REMOUE F,REMOUE FRANCK,CREC  UMR MIVEGEC 224  IRD,Cotonou,Benin
5065,REMOUE F,REMOUE FRANCK,Univ Montpellier I  IRD224  CNRS5290  UMR MIVEGEC IRD,F-34394 Montpellier,France
5066,REMOUE F,REMOUE FRANCK,Univ Montpellier 2  IRD224  CNRS5290  UMR MIVEGEC IRD,F-34394 Montpellier,France
5067,REMOUE F,REMOUE FRANCK,Univ Montpellier I  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin
5068,REMOUE F,REMOUE FRANCK,Univ Montpellier 2  IRD224  CNRS5290  UMR MIVEGEC IRD CREC,Cotonou,Benin
5069,REMOUE F,REMOUE FRANCK,Inst Rech Dev Malad Infect & Vecteurs Ecol Genet,F-34394 Montpellier 5,France
5070,REMOUE F,REMOUE FRANCK,Ctr Rech Entomol Cotonou,Cotonou,Benin
5071,REMOUE F,REMOUE FRANCK,Inst Pasteur Madagascar,Antananarivo,Madagascar
5072,REMOUE F,REMOUE FRANCK,IRD CREC,Cotonou,Benin
5073,REMOUE F,REMOUE FRANCK,CNRS 5290  MIVEGEC  UMR IRD 224  UM1 UM2,F-34394 Montpellier 5,France
5074,REMOUE F,REMOUE FRANCK,Inst Rech Dev  MIVEGEC  UMR 224  08 BP 841,Cotonou,Benin
5075,REMOUE F,REMOUE FRANCK,Inst Rech Dev  UMR MIVEGEC 224  08 BP 841,Cotonou,Benin
5076,REMOUE F,REMOUE FRANCK,Univ Montpellier I  CNRS 5290  UMR IRD 224  Inst Rech Dev,Cotonou,Benin
5077,REMOUE F,REMOUE FRANCK,Univ Montpellier 2,Cotonou,Benin
5078,REMOUE F,REMOUE FRANCK,Minist Sante Publ  Ctr Rech Entomol Cotonou,Cotonou,Benin
5079,REMOUE F,REMOUE FRANCK,UM1  UM2  CREC  IRD CNRS 5290 MIVEGEC UMR IRD 224,Cotonou,Benin
5080,REMOUE F,REMOUE FRANCK,Univ Montpellier I  Inst Rech Dev  UMR MIVEGEC IRD224 CNRS5290,Montpellier,France
5081,REMOUE F,REMOUE FRANCK,Univ Montpellier 2,Montpellier,France
5082,REMOUE F,REMOUE FRANCK,Univ Montpellier I  Inst Rech Dev  Ctr Rech Entomol Cotonou  UMR MIVEGEC IRD224 CNRS5290,Cotonou,Benin
5083,REMOUE F,REMOUE FRANCK,Inst Rech Dev  UR016,Cotonou,Benin
5084,REMOUE F,REMOUE FRANCK,Univ Montpellier I  UMR MIVEGEC  IRD224  CNRS5290,F-34394 Montpellier,France
5085,REMOUE F,REMOUE FRANCK,Univ Montpellier 2  IRD,F-34394 Montpellier,France
5086,REMOUE F,REMOUE FRANCK,Univ Montpellier I  IRD UMR MIVEGEC  IRD224  CNRS5290,Cotonou,Benin
5087,REMOUE F,REMOUE FRANCK,Univ Montpellier 2  CREC,Cotonou,Benin
5088,REMOUE F,REMOUE FRANCK,Univ Montpellier I  IRD 224  CNRS 5290  MIVEGEC,Montpellier,France
5089,REMOUE F J,REMOUE FRANCK J,,,
5090,REMOUE F J,REMOUE FRANCK J,IRD UR016 CREC,Cotonou,Benin
5091,REMUZZI G,REMUZZI GIUSEPPE,,,
5092,REMUZZI G,REMUZZI GIUSEPPE,Ctr Anna Maria Astori  IRCCS Mario Negri Inst Pharmacol Res,Bergamo,Italy
5093,RENARD E,RENARD EMMANUELLE,,,
5094,RENARD E,RENARD EMMANUELLE,Univ Paris 05  Fac Pharm  PRES Sorbonne Paris Cite,Paris,France
5095,RENARD E,RENARD EMMANUELLE,Univ Paris 05  PRES Sorbonne Paris Cite,F-75270 Paris 06,France
5096,RENARD E,RENARD EMMANUELLE,Inst Rech Dev  Mere & Enfant Face Infect Trop UMR216,Paris,France
5097,RENARD E,RENARD EMMANUELLE,Inst Rech Dev  UMR Mere & Enfant Face Infect Trop 216,Paris,France
5098,RENARD E,RENARD EMMANUELLE,Univ Paris 05  COMUE Sorbonne Paris Cite  Fac Sci Pharmaceut & Biol,Paris,France
5099,RESENDE M,RESENDE MAFALDA,Univ Copenhagen  Ctr Med Parasitol  Dept Immunol & Microbiol  Fac Hlth & Med Sci,Copenhagen,Denmark
5100,RESENDE M,RESENDE MAFALDA,Rigshosp  Dept Infect Dis  Copenhagen Univ Hosp,DK-2100 Copenhagen,Denmark
5101,REYNAUD S,REYNAUD STEPHANE,,,
5102,REYNAUD S,REYNAUD STEPHANE,Univ Grenoble  UMR CNRS 5553  Lab Ecol Alpine LECA,Grenoble,France
5103,RIAZ M A,RIAZ MUHAMMADASAM,,,
5104,RICHARDUS J H,RICHARDUS JAN HENDRIK,,,
5105,RICHARDUS J H,RICHARDUS JAN HENDRIK,Univ Med Ctr Rotterdam  Erasmus MC,Rotterdam,Netherlands
5106,RIGDEN D J,RIGDEN DANIEL J,,,
5107,RIGDEN D J,RIGDEN DANIEL J,Univ Liverpool  Inst Integrat Biol  Liverpool L69 3BX,Merseyside,England
5108,RIPPON E J,RIPPON EMILY J,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
5109,RIVEAU G,RIVEAU GILLES,,,
5110,RIVEAU G,RIVEAU GILLES,NGO Espoir Sante,St Louis,Senegal
5111,RIVEAU G,RIVEAU GILLES,Ctr Rech Biomed CRB Espoir La Sante,St Louis,Senegal
5112,RIVEAU G,RIVEAU GILLES,Univ Lille Nord France  Inst Pasteur Lille  CIIL  Inserm U1019 CNRS UMR 8204,F-59019 Lille,France
5113,RIVERON J M,RIVERON JACOB M,Univ Liverpool  Liverpool Sch Trop Med  Vector Biol Dept  Liverpool L3 5QA,Merseyside,England
5114,RIVERON J M,RIVERON JACOB M,,,
5115,RIVERON J M,RIVERON JACOB M,Univ Liverpool Liverpool Sch Trop Med  Pembroke Pl  Liverpool L3 5QA,Merseyside,England
5116,ROBERT V,ROBERT VINCENT,,,
5117,ROBERT V,ROBERT VINCENT,Museum Natl Histoire Naturelle  Unite Sci Museum  Inst Rech Dev  Unite Rech,Paris,France
5118,ROBERT V,ROBERT VINCENT,Inst Pasteur,Antananarivo,Madagascar
5119,ROBERT V,ROBERT V,,,
5120,ROBERT V,ROBERT V,Inst Pasteur,Antananarivo,Madagascar
5121,ROBERTS D A,ROBERTS D ALLEN,Univ Washington  Inst Hlth Metr & Evaluat,Seattle,WA 98195 USA
5122,ROBERTSON S P,ROBERTSON SHAWN P,,,
5123,ROBERTSON S P,ROBERTSON SHAWN P,Ctr Plant Hlth  Sci & Technol Anim & Plant Hlth Inspect Serv,Raleigh,NC 27606 USA
5124,ROCK A,ROCK AIKPON,Univ Abomey Calavi  Fac Sci & Tech,Abomey Calavi,Benin
5125,ROCK A,ROCK AIKPON,Ctr Rech Entomol Cotonou,Cotonou,Benin
5126,ROCK D,ROCK DABIRE,,,
5127,ROCK D,ROCK DABIRE,Inst Natl Rech Sci Sante,Bobo Dioulasso,Burkina Faso
5128,ROGIER C,ROGIER CHRISTOPHE,,,
5129,ROGIER C,ROGIER CHRISTOPHE,Inst Rech Biomed Armees  Unite Rech Malad Infect & Trop Emergentes  Unite Rech Biol & Epidemiol Parasitaires  Equipe Malad Emergentes & Moust URMITE UMR6236,Marseille 07,France
5130,ROGIER C,ROGIER CHRISTOPHE,Inst Pasteur Madagascar,Antananarivo,Madagascar
5131,ROGIER C,ROGIER CHRISTOPHE,Inst Rech Biomed Armees,Bretigny Sur Orge,France
5132,ROGIER C,ROGIER CHRISTOPHE,Aix Marseille Univ  CNRS 7278  Unite Rech Malad Infect & Trop Emergentes  UM 63 IRD 198 INSERM 1095,Marseille,France
5133,ROGIER C,ROGIER CHRISTOPHE,Univ Aix Marseille 2  Unite Rech Malad Infect & Trop Emergentes  Fac Med La Timone,Marseille,France
5134,ROGIER C,ROGIER C,,,
5135,ROGIER C,ROGIER CHRISTOPHE,Inst Rech Biomed Armees  UMR 6236,Marseille,France
5136,ROGIER C,ROGIER CHRISTOPHE,Inst Rech Biomed Armees Antenne Marseille  Unite Rech Biol & Epidemiol Parasitaires,Marseille,France
5137,ROGIER C,ROGIER CHRISTOPHE,Unit Rech Malad Infect & Trop Emergentes  UMR6236,Marseille,France
5138,ROMANO A,ROMANO ANTONINO,,,
5139,ROMANO C,ROMANO CORRADO,,,
5140,ROMANO R,ROMANO R,,,
5141,ROMBO L,ROMBO LARS,,,
5142,ROMBO L,ROMBO LARS,Karolinska Inst  Karolinska Univ Hosp  Infect Dis Unit  Malaria Res Lab Dept Med,Stockholm,Sweden
5143,ROMBO L,ROMBO LARS,Malarsjukhuset  Dept Infect Dis,S-63188 Eskilstuna,Sweden
5144,ROMBO L,ROMBO LARS,Clin Res Ctr,Uppsala,Sweden
5145,ROMBO L,ROMBO LARS,Karolinska Inst  Karolinska Univ Hosp  Dept Med Solna  Infect Dis Unit,Stockholm,Sweden
5146,ROMBO L,ROMBO L,,,
5147,ROMBO L,ROMBO L,Karolinska Univ Hosp  Dept Med  Malaria Res Lab  Infect Dis Unit,Stockholm,Sweden
5148,ROMBO L,ROMBO L,Dept Infect Dis,Eskilstuna,Sweden
5149,ROMBO L,ROMBO L,Sormland Cty Council  Clin Res Ctr,Sormland,Sweden
5150,ROMBY A,ROMBY A,Inst Rech Dev,Cotonou,Benin
5151,RONCA R,RONCA RAFFAELE,,,
5152,RONCA R,RONCA RAFFAELE,Univ Naples Federico II  Dept Biol,I-80126 Naples,Italy
5153,RONFANI L,RONFANI LUCA,,,
5154,RONFANI L,RONFANI LUCA,Inst Maternal & Child Hlth IRCCS Burlo Garofolo,Trieste,Italy
5155,ROPER C,ROPER CALLY,,,
5156,ROPER C,ROPER CALLY,London Sch Hyg & Trop Med  Fac Infect & Trop Dis  Dept Pathogen Mol Biol,London WC1,England
5157,ROPER C,ROPER CALLY,LSHTM,London,England
5158,ROSENTHAL P J,ROSENTHAL PHILIP J,,,
5159,ROSENTHAL P J,ROSENTHAL PHILIP J,Univ Calif San Francisco  Dept Med,San Francisco,CA 94143 USA
5160,ROSENTHAL P J,ROSENTHAL PHILIP J,Univ Calif San Francisco  Dept Med,San Francisco,CA USA
5161,ROSSIGNOL M,ROSSIGNOL MARIE,,,
5162,ROSSIGNOL M,ROSSIGNOL MARIE,Ctr IRD  Lab Lutte Insectes Nuisibles LIN  IRD  CNRS IRD UM1 5290 224,Montpellier,France
5163,ROSSIGNOL M,ROSSIGNOL MARIE,Inst Rech Dev,Montpellier,France
5164,ROSSIGNOL M,ROSSIGNOL MARIE,UM1 UM2 CNRS 5290 IRD 224  IRD,Montpellier,France
5165,ROSSIGNOL M,ROSSIGNOL MARIE,UM1 UM2 CNRS 5290 IRD 224  Inst Rech Dev  UMR MIVEGEC,F-34394 Montpellier 5,France
5166,ROSSIGNOL M,ROSSIGNOL MARIE,UM1  UM2  CNRS 5290  MIVEGEC IRD UMR IRD 224,Montpellier,France
5167,ROUASFREISS N,ROUASFREISS NATHALIE,,,
5168,ROUASFREISS N,ROUASFREISS N,,,
