Id,init_name,last_name,first_name,affiliation,city,country
4968,POCQUET N,POCQUET,NICOLAS,IRD  IRD 224  CNRS 5290  Unite Mixte Rech MIVEGEC UM1,Montpellier,France
4969,RIAZ M A,RIAZ,MUHAMMADASAM,,,
4970,POUPARDIN R,POUPARDIN,RODOLPHE,Univ Grenoble  UMR CNRS 5553  Lab Ecol Alpine LECA,Grenoble,France
4971,SELIOR S,SELIOR,SERGE,,,
4972,SELIOR S,SELIOR,SERGE,IRD  CREC,Cotonou,Benin
4973,DARRIET F,DARRIET,FREDERIC,IRD  IRD 224  CNRS 5290  Unite Mixte Rech MIVEGEC UM1,Montpellier,France
4974,REYNAUD S,REYNAUD,STEPHANE,,,
4975,REYNAUD S,REYNAUD,STEPHANE,Univ Grenoble  UMR CNRS 5553  Lab Ecol Alpine LECA,Grenoble,France
4976,YEBAKIMA A,YEBAKIMA,ANDRE,,,
4977,YEBAKIMA A,YEBAKIMA,ANDRE,Conseil Gen Martinique  Ctr Demousticat,Martinique,Martinique
4978,DAVID J P,DAVID,JEANPHILIPPE,,,
4979,CHANDRE F,CHANDRE,FABRICE,IRD  IRD 224  CNRS 5290  Unite Mixte Rech MIVEGEC UM1,Montpellier,France
4980,DJOGBENOU L S,DJOGBENOU,LUC S,Inst Reg Sante Publ IRD,Cotonou,Benin
4981,WEILL M,WEILL,MYLENE,Univ Montpellier  Equipe Genet Adaptat,F-34059 Montpellier,France
4982,DABIRE R,DABIRE,ROCH,Inst Reg Sci Sante,Bobo Dioulasso,Burkina Faso
4983,ARMEL D,ARMEL,DJENONTIN,,,
4984,MAIGA O,MAIGA,OUMOU,,,
4985,HUBERT V,HUBERT,VERONIQUE,,,
4986,NSIMBA B,NSIMBA,BASILE,,,
4987,KORAM K,KORAM,KWADWO,,,
4988,BRAS J,LE BRAS,JACQUES,,,
4989,CLAIN J,CLAIN,JEROME,,,
4990,AUBOUY A,AUBOUY,AGNES,IRD,Cotonou,Benin
4991,ADEOTHY A,ADEOTHY,ADICAT,IRD,Cotonou,Benin
4992,DORITCHAMOU J,DORITCHAMOU,JUSTIN,IRD,Cotonou,Benin
4993,KOSSOU H,KOSSOU,HORTENSE,PNLP,Cotonou,Benin
4994,ALOUT H,ALOUT,HAOUES,Univ Montpellier 2  Inst Sci Evolut  CNRS  UM2 UMR 5554,F-34095 Montpellier 05,France
4995,ALOUT H,ALOUT,HAOUES,Univ Montpellier 2  Equipe Genet Adaptat,F-34095 Montpellier 05,France
4996,DJOGBENOU L,DJOGBENOU,LUC,CREC  IRD  UR016,Cotonou,Benin
4997,BERTICAT C,BERTICAT,CLAIRE,Univ Montpellier 2  Inst Sci Evolut  CNRS  UM2 UMR 5554,F-34095 Montpellier 05,France
4998,BERTICAT C,BERTICAT,CLAIRE,Univ Montpellier 2  Equipe Genet Adaptat,F-34095 Montpellier 05,France
4999,CHANDRE F,CHANDRE,FABRICE,CREC  IRD  UR016,Cotonou,Benin
5000,WEILL M,WEILL,MYLENE,Univ Montpellier 2  Inst Sci Evolut  CNRS  UM2 UMR 5554,F-34095 Montpellier 05,France
5001,WEILL M,WEILL,MYLENE,Univ Montpellier 2  Equipe Genet Adaptat,F-34095 Montpellier 05,France
5002,ALMELLI T,ALMELLI,TALLEH,IRD  UMR Mere & Enfant Face Infect Trop 216,F-75270 Paris,France
5003,ALMELLI T,ALMELLI,TALLEH,Univ Paris 05  Fac Pharm  Sorbonne Paris Cite  PRES,Paris,France
5004,NDAM N T,NDAM,NICAISE T,IRD  UMR Mere & Enfant Face Infect Trop 216,F-75270 Paris,France
5005,NDAM N T,NDAM,NICAISE T,Univ Paris 05  Fac Pharm  Sorbonne Paris Cite  PRES,Paris,France
5006,ALAO M J,ALAO,MAROUFOU J,Hop Mere Enfant Lagune HOMEL  Dept Pediat,Cotonou,Benin
5007,AHOUANSOU C,AHOUANSOU,CHARLES,,,
5008,AHOUANSOU C,AHOUANSOU,CHARLES,CERPAGE,Cotonou,Benin
5009,SAGBO G,SAGBO,GRATIEN,CNHU  Serv Pediat,Cotonou,Benin
5010,AMOUSSOU A,AMOUSSOU,ANNICK,,,
5011,AMOUSSOU A,AMOUSSOU,ANNICK,Hop Zone Suru Lere  Serv Pediat,Cotonou,Benin
5012,DELORON P,DELORON,PHILIPPE,IRD  UMR Mere & Enfant Face Infect Trop 216,F-75270 Paris,France
5013,TAHAR R,TAHAR,RACHIDA,IRD  UMR Mere & Enfant Face Infect Trop 216,F-75270 Paris,France
5014,TAHAR R,TAHAR,RACHIDA,Univ Paris 05  Fac Pharm  Sorbonne Paris Cite  PRES,Paris,France
5015,DJOGBENOU L S,DJOGBENOU,LUC S,Univ Abomey Calavi  Inst Reg Sante Publ Ouidah,Cotonou,Benin
5016,DJOGBENOU L S,DJOGBENOU,LUC S,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
5017,ASSOGBA B,ASSOGBA,BENOIT,Univ Abomey Calavi  Inst Reg Sante Publ Ouidah,Cotonou,Benin
5018,ESSANDOH J,ESSANDOH,JOHN,,,
5019,ESSANDOH J,ESSANDOH,JOHN,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
5020,CONSTANT E A V,CONSTANT,EDI A V,,,
5021,CONSTANT E A V,CONSTANT,EDI A V,Univ Liverpool  Liverpool Sch Trop Med  Dept Vector Biol  Liverpool L3 5QA,Merseyside,England
5022,MAKOUTODE M,MAKOUTODE,MICHEL,Univ Abomey Calavi  Inst Reg Sante Publ Ouidah,Cotonou,Benin
5023,GBEDANDE K,GBEDANDE,KOMI,MERIT UMR D216 Mere & Enfant Face Infect Trop  Inst Rech Dev,Paris,France
5024,COTTRELL G,COTTRELL,GILLES,MERIT UMR D216 Mere & Enfant Face Infect Trop  Inst Rech Dev,Paris,France
5025,COTTRELL G,COTTRELL,GILLES,Univ Paris 05  Fac Pharm  COMUE Sorbonne Paris Cite,Paris,France
5026,FERNANDO A,FERNANDO,AURAX,Univ Abomey Calavi  Fac Sci Sante  CERPAGE,Cotonou,Benin
5027,SALANTI A,SALANTI,ALI,Stockholm Univ  Wenner Gren Inst  Dept Mol Biosci,Stockholm,Sweden
5028,SALANTI A,SALANTI,ALI,Univ Copenhagen  Inst Int Hlth Immunol & Microbiol  Dept Int Hlth,Copenhagen,Denmark
5029,NDAM N T,NDAM,NICAISE TUIKUE,Univ Abomey Calavi  Fac Sci Sante  CERPAGE,Cotonou,Benin
5030,NDAM N T,NDAM,NICAISE TUIKUE,MERIT UMR D216 Mere & Enfant Face Infect Trop  Inst Rech Dev,Paris,France
5031,NDAM N T,NDAM,NICAISE TUIKUE,Univ Paris 05  Fac Pharm  COMUE Sorbonne Paris Cite,Paris,France
5032,DELORON P,DELORON,PHILIPPE,MERIT UMR D216 Mere & Enfant Face Infect Trop  Inst Rech Dev,Paris,France
5033,DELORON P,DELORON,PHILIPPE,Univ Paris 05  Fac Pharm  COMUE Sorbonne Paris Cite,Paris,France
5034,LUTY A J F,LUTY,ADRIAN J F,MERIT UMR D216 Mere & Enfant Face Infect Trop  Inst Rech Dev,Paris,France
5035,LUTY A J F,LUTY,ADRIAN J F,Univ Paris 05  Fac Pharm  COMUE Sorbonne Paris Cite,Paris,France
5036,FIEVET N,FIEVET,NADINE,MERIT UMR D216 Mere & Enfant Face Infect Trop  Inst Rech Dev,Paris,France
5037,FIEVET N,FIEVET,NADINE,Univ Paris 05  Fac Pharm  COMUE Sorbonne Paris Cite,Paris,France
5038,LAGNIKA L,LAGNIKA,L,,,
5039,ODOUOLA A,ODOUOLA,A,,,
5040,TOKPONNON F T,TOKPONNON,FILEMON T,Natl Malaria Control Program,Cotonou,Benin
5041,TOKPONNON F T,TOKPONNON,FILEMON T,Minist Hlth,Cotonou,Benin
5042,TOKPONNON F T,TOKPONNON,FILEMON T,CREC,Cotonou,Benin
5043,AHOLOUKPE B,AHOLOUKPE,BRUNO,Natl Malaria Control Program,Cotonou,Benin
5044,AHOLOUKPE B,AHOLOUKPE,BRUNO,Minist Hlth,Cotonou,Benin
5045,DENON E Y,DENON,ERIC Y,Natl Malaria Control Program,Cotonou,Benin
5046,DENON E Y,DENON,ERIC Y,Minist Hlth,Cotonou,Benin
5047,GNANGUENON V,GNANGUENON,VIRGILE,,,
5048,GNANGUENON V,GNANGUENON,VIRGILE,Minist Hlth,Cotonou,Benin
5049,BOKOSSA A,BOKOSSA,ALEXIS,,,
5050,BOKOSSA A,BOKOSSA,ALEXIS,Minist Hlth,Cotonou,Benin
5051,OKE M,OKE,MARIAM,Natl Malaria Control Program,Cotonou,Benin
5052,OKE M,OKE,MARIAM,Minist Hlth,Cotonou,Benin
5053,GAZARD D K,GAZARD,DOROTHEE KINDE,Minist Hlth,Cotonou,Benin
5054,AKOGBETO M C,AKOGBETO,MARTIN C,Minist Hlth,Cotonou,Benin
5055,KITAU J,KITAU,JOVIN,Tumaini Univ  Kilimanjaro Christian Med Coll,Moshi,Tanzania
5056,KITAU J,KITAU,JOVIN,London Sch Hyg & Trop Med,London WC1,England
5057,KITAU J,KITAU,JOVIN,Pan African Malaria Vector Res Consortium,Cotonou,Benin
5058,KITAU J,KITAU,JOVIN,Pan African Malaria Vector Res Consortium,Muheza,Tanzania
5059,OXBOROUGH R M,OXBOROUGH,RICHARD M,Tumaini Univ  Kilimanjaro Christian Med Coll,Moshi,Tanzania
5060,OXBOROUGH R M,OXBOROUGH,RICHARD M,London Sch Hyg & Trop Med,London WC1,England
5061,OXBOROUGH R M,OXBOROUGH,RICHARD M,Pan African Malaria Vector Res Consortium,Cotonou,Benin
5062,OXBOROUGH R M,OXBOROUGH,RICHARD M,Pan African Malaria Vector Res Consortium,Muheza,Tanzania
5063,TUNGU P K,TUNGU,PATRICK K,Amani Med Res Ctr  Natl Inst Med Res,Muheza,Tanzania
5064,TUNGU P K,TUNGU,PATRICK K,London Sch Hyg & Trop Med,London WC1,England
5065,TUNGU P K,TUNGU,PATRICK K,Pan African Malaria Vector Res Consortium,Cotonou,Benin
5066,TUNGU P K,TUNGU,PATRICK K,Pan African Malaria Vector Res Consortium,Muheza,Tanzania
5067,MATOWO J,MATOWO,JOHNSON,Tumaini Univ  Kilimanjaro Christian Med Coll,Moshi,Tanzania
5068,MATOWO J,MATOWO,JOHNSON,London Sch Hyg & Trop Med,London WC1,England
5069,MATOWO J,MATOWO,JOHNSON,Pan African Malaria Vector Res Consortium,Cotonou,Benin
5070,MATOWO J,MATOWO,JOHNSON,Pan African Malaria Vector Res Consortium,Muheza,Tanzania
5071,MALIMA R C,MALIMA,ROBERT C,,,
5072,MALIMA R C,MALIMA,ROBERT C,Amani Med Res Ctr  Natl Inst Med Res,Muheza,Tanzania
5073,MALIMA R C,MALIMA,ROBERT C,London Sch Hyg & Trop Med,London WC1,England
5074,MALIMA R C,MALIMA,ROBERT C,Pan African Malaria Vector Res Consortium,Cotonou,Benin
5075,MALIMA R C,MALIMA,ROBERT C,Pan African Malaria Vector Res Consortium,Muheza,Tanzania
5076,MAGESA S M,MAGESA,STEPHEN M,,,
5077,MAGESA S M,MAGESA,STEPHEN M,Amani Med Res Ctr  Natl Inst Med Res,Muheza,Tanzania
5078,MAGESA S M,MAGESA,STEPHEN M,London Sch Hyg & Trop Med,London WC1,England
5079,MAGESA S M,MAGESA,STEPHEN M,Pan African Malaria Vector Res Consortium,Cotonou,Benin
5080,MAGESA S M,MAGESA,STEPHEN M,Pan African Malaria Vector Res Consortium,Muheza,Tanzania
5081,MAGESA S M,MAGESA,STEPHEN M,RTI Int  Ctr Strateg Malaria Solut  Global Hlth Grp,Nairobi,Kenya
5082,BRUCE J,BRUCE,JANE,,,
5083,BRUCE J,BRUCE,JANE,London Sch Hyg & Trop Med,London WC1,England
5084,MOSHA F W,MOSHA,FRANKLIN W,Tumaini Univ  Kilimanjaro Christian Med Coll,Moshi,Tanzania
5085,MOSHA F W,MOSHA,FRANKLIN W,London Sch Hyg & Trop Med,London WC1,England
5086,MOSHA F W,MOSHA,FRANKLIN W,Pan African Malaria Vector Res Consortium,Cotonou,Benin
5087,MOSHA F W,MOSHA,FRANKLIN W,Pan African Malaria Vector Res Consortium,Muheza,Tanzania
5088,ROWLAND M W,ROWLAND,MARK W,,,
5089,ROWLAND M W,ROWLAND,MARK W,London Sch Hyg & Trop Med,London WC1,England
5090,ROWLAND M W,ROWLAND,MARK W,Pan African Malaria Vector Res Consortium,Cotonou,Benin
5091,ROWLAND M W,ROWLAND,MARK W,Pan African Malaria Vector Res Consortium,Muheza,Tanzania
5092,ALLABI A C,ALLABI,AUREL CONSTANT,FSS & AC2N Consulting Grp Cotonou  Unite Pharmacol Clin,Cotonou,Benin
5093,BUSIA K,BUSIA,KOFI,,,
5094,BUSIA K,BUSIA,KOFI,W African Hlth Org,Bobo Dioulasso 01,Burkina Faso
5095,EKANMIAN V,EKANMIAN,VITAL,,,
5096,BAKIONO F,BAKIONO,FIDELE,FSS & AC2N Consulting Grp Cotonou  Unite Pharmacol Clin,Cotonou,Benin
5097,NAHUM A,NAHUM,A,Ctr Rech Entomol,Cotonou,Benin
5098,OTIENO L,OTIENO,L,,,
5099,OTIENO L,OTIENO,L,Kenya Govt Med Res Ctr  Walter Reed Project,Kisumu,Kenya
5100,MAIGA H,MAIGA,H,,,
5101,MAIGA H,MAIGA,H,Univ Bamako  Malaria Res & Training Ctr,Bamako,Mali
5102,BASHRAHEIL M,BASHRAHEIL,M,,,
5103,BASHRAHEIL M,BASHRAHEIL,M,Kenya Govt Med Res Ctr,Kilifi,Kenya
5104,MACHEVO S,MACHEVO,S,,,
5105,MACHEVO S,MACHEVO,S,Manhica Hlth Res Ctr CISM,Manhica,Mozambique
5106,OUMA P,OUMA,P,,,
5107,OUMA P,OUMA,P,Ctr Dis Control  Kenya Med Res Inst,Kisumu,Kenya
5108,MAKAME H,MAKAME,H,,,
5109,MAKAME H,MAKAME,H,Karolinska Inst  Zanzibar Malaria Res Unit,Zanzibar,Tanzania
5110,MULURE N,MULURE,N,,,
5111,MULURE N,MULURE,N,Novartis Pharma AG,Nairobi,Kenya
5112,NWAIWU O,NWAIWU,O,,,
5113,NWAIWU O,NWAIWU,O,Novartis Pharma AG,Lagos,Nigeria
5114,COUSIN M,COUSIN,M,Novartis Pharma AG,Basel,Switzerland
5115,LEES R S,LEES,ROSEMARY SUSAN,IAEA  Joint FAO IAEA Div Nucl Tech Food & Agr  Insect Pest Control Lab  FAO IAEM Agr & Biotechnol Labs,A-1400 Vienna,Austria
5116,KNOLS B,KNOLS,BART,In2Care BV,NL-6702 AA Wageningen,Netherlands
5117,BELLINI R,BELLINI,ROMEO,,,
5118,BELLINI R,BELLINI,ROMEO,Ctr Agr Ambiente G Nicoli,I-40014 Crevalcore,Italy
5119,BENEDICT M Q,BENEDICT,MARK Q,,,
5120,BENEDICT M Q,BENEDICT,MARK Q,Polo Innovaz Genom Genet & Biol SCaRL,I-06132 Perugia,Italy
5121,BHEECARRY A,BHEECARRY,AMBICADUTT,,,
5122,BHEECARRY A,BHEECARRY,AMBICADUTT,Minist Hlth & Qual Life  Vector Biol & Control Div,Curepipe,Mauritius
5123,BOSSIN H C,BOSSIN,HERVE CHRISTOPHE,,,
5124,BOSSIN H C,BOSSIN,HERVE CHRISTOPHE,Inst Louis Malarde  Lab Rech Entomol Med  Papeete,Tahiti,Fr Polynesia
5125,CHADEE D D,CHADEE,DAVE D,,,
5126,CHADEE D D,CHADEE,DAVE D,Univ W Indies  Dept Life Sci,St Augustine,Trinid & Tobago
5127,CHARLWOOD J,CHARLWOOD,JACQUES,,,
5128,CHARLWOOD J,CHARLWOOD,JACQUES,DBL Inst Hlth Res & Dev,DK-2920 Charlottenlund,Denmark
5129,DABIRE R K,DABIRE,ROCH K,Ctr Muraz Org Cooperat & Coordinat Lutte Grandes,Bobo Dioulasso,Burkina Faso
5130,DJOGBENOU L,DJOGBENOU,LUC,Univ Abomey Calavi  Inst Reg Sante Publ LRSP,Cotonou,Benin
5131,EGYIRYAWSON A,EGYIRYAWSON,ALEXANDER,,,
5132,GATO R,GATO,RENE,,,
5133,GATO R,GATO,RENE,Inst Med Trop Pedro Kouri,Havana,Cuba
5134,GOUAGNA L C,GOUAGNA,LOUIS CLEMENT,,,
5135,GOUAGNA L C,GOUAGNA,LOUIS CLEMENT,Ctr Rech & Veille Malad Emergentes Ocean Indien C  MIVEGEC Malad Infect & Vecteurs Ecol Genet Evolut  UMR 5290 224  Inst Rech Dev,St Clotilde,Reunion
5136,HASSAN M M,HASSAN,MOAWIA MUKHTAR,,,
5137,KHAN S A,KHAN,SHAKIL AHMED,,,
5138,KHAN S A,KHAN,SHAKIL AHMED,Bangladesh Atom Energy Commiss  Atom Energy Res Estab  Inst Food & Radiat Biol,Dhaka 1344,Bangladesh
5139,KOEKEMOER L L,KOEKEMOER,LIZETTE L,,,
5140,KOEKEMOER L L,KOEKEMOER,LIZETTE L,Natl Hlth Lab Serv  Natl Inst Communicate Dis,ZA-2131 Johannesburg,South Africa
5141,KOEKEMOER L L,KOEKEMOER,LIZETTE L,Univ Witwatersrand  Fac Hlth Sci  Wits Res Inst Malaria,Johannesburg,South Africa
5142,LEMPERIERE G,LEMPERIERE,GUY,,,
5143,LEMPERIERE G,LEMPERIERE,GUY,Ctr Rech & Veille Malad Emergentes Ocean Indien C  MIVEGEC Malad Infect & Vecteurs Ecol Genet Evolut  UMR 5290 224  Inst Rech Dev,St Clotilde,Reunion
5144,MANOUKIS N C,MANOUKIS,NICHOLAS C,,,
5145,MANOUKIS N C,MANOUKIS,NICHOLAS C,USDA ARS  US Pacific Basin Agr Res Ctr,Hilo,HI USA
5146,MOZURAITIS R,MOZURAITIS,RAIMONDAS,,,
5147,MOZURAITIS R,MOZURAITIS,RAIMONDAS,Royal Inst Technol  Dept Chem,S-10044 Stockholm,Sweden
5148,PITTS R J,PITTS,R JASON,,,
5149,PITTS R J,PITTS,R JASON,Vanderbilt Univ  Dept Biol Sci,Nashville,TN 37232 USA
5150,SIMARD F,SIMARD,FREDERIC,Inst Rech Dev  UMR 5290 224  MIVEGEC Malad Infect & Vecteurs Ecol Genet Evol &,F-34394 Montpellier,France
5151,GILLES J R L,GILLES,JEREMIE R L,IAEA  Joint FAO IAEA Div Nucl Tech Food & Agr  Insect Pest Control Lab  FAO IAEM Agr & Biotechnol Labs,A-1400 Vienna,Austria
5152,DIABATE A,DIABATE,ABDOULAYE,Ctr Muraz  Inst Rech Sci Sante,Bobo Dioulasso,Burkina Faso
5153,DABIRE R K,DABIRE,ROCH K,Ctr Muraz  Inst Rech Sci Sante,Bobo Dioulasso,Burkina Faso
5154,MOIROUX N,MOIROUX,NICOLAS,UMR UM1 UM2 CNRS 5290 IRD 224  Inst Rech Dev,Montpellier,France
5155,BALDET T,BALDET,THIERRY,Ctr Rech Entomol Cotonou  Inst Rech Dev  UMR224,Cotonou,Benin
5156,BALDET T,BALDET,THIERRY,UMR UM1 UM2 CNRS 5290 IRD 224  Inst Rech Dev,Montpellier,France
5157,ASIDI A,ASIDI,ALEX,Univ London London Sch Hyg & Trop Med,London WC1E 7HT,England
5158,ASIDI A,ASIDI,ALEX,Minist Sante  Lab Natl  CREC,Cotonou 06,Benin
5159,BOKO P,BOKO,PELAGIE,Minist Sante  Lab Natl  CREC,Cotonou 06,Benin
5160,ODJO A,ODJO,ABIBATOU,Minist Sante  Lab Natl  CREC,Cotonou 06,Benin
5161,AKOGBETO M,AKOGBETO,MARTIN,Minist Sante  Lab Natl  CREC,Cotonou 06,Benin
5162,PIGEON O,PIGEON,OLIVIER,Walloon Agr Res Ctr  Agr & Nat Environm Dept  Plant Protect Prod & Biocides Physicochem & Resid,B-5030 Gembloux,Belgium
5163,ASSOGBA B S,ASSOGBA,BENOIT S,CNRS  IRD  ISEM  UMR 5554,Montpellier,France
5164,ASSOGBA B S,ASSOGBA,BENOIT S,Univ Montpellier,F-34059 Montpellier,France
5165,ASSOGBA B S,ASSOGBA,BENOIT S,IRSP,Ouidah,Benin
5166,ASSOGBA B S,ASSOGBA,BENOIT S,Univ Abomey Calavi,Cotonou,Benin
5167,DJOGBENOU L S,DJOGBENOU,LUC S,IRSP,Ouidah,Benin
5168,DJOGBENOU L S,DJOGBENOU,LUC S,Univ Abomey Calavi,Cotonou,Benin
5169,MILESI P,MILESI,PASCAL,CNRS  IRD  ISEM  UMR 5554,Montpellier,France
5170,MILESI P,MILESI,PASCAL,Univ Montpellier,F-34059 Montpellier,France
5171,BERTHOMIEU A,BERTHOMIEU,ARNAUD,CNRS  IRD  ISEM  UMR 5554,Montpellier,France
5172,PEREZ J,PEREZ,JULIE,CNRS  IRD  ISEM  UMR 5554,Montpellier,France
5173,AYALA D,AYALA,DIEGO,,,
5174,AYALA D,AYALA,DIEGO,IRD  CNRS  MIVEGEC  UMR 224 5290,Montpellier,France
5175,CHANDRE F,CHANDRE,FABRICE,IRD  CNRS  MIVEGEC  UMR 224 5290,Montpellier,France
5176,MAKOUTODE M,MAKOUTODE,MICHEL,IRSP,Ouidah,Benin
5177,MAKOUTODE M,MAKOUTODE,MICHEL,Univ Abomey Calavi,Cotonou,Benin
5178,LABBE P,LABBE,PIERRICK,CNRS  IRD  ISEM  UMR 5554,Montpellier,France
5179,LABBE P,LABBE,PIERRICK,Univ Montpellier,F-34059 Montpellier,France
5180,WEILL M,WEILL,MYLENE,CNRS  IRD  ISEM  UMR 5554,Montpellier,France
5181,WEILL M,WEILL,MYLENE,Univ Montpellier,F-34059 Montpellier,France
5182,BENNETT K L,BENNETT,KELLY LOUISE,Univ Manchester  Computat Evolutionary Biol Grp  Fac Life Sci  Manchester,Lancs,England
5183,SHIJA F,SHIJA,FORTUNATE,Univ Manchester  Computat Evolutionary Biol Grp  Fac Life Sci  Manchester,Lancs,England
5184,SHIJA F,SHIJA,FORTUNATE,Sokoine Univ Agr  Dept Vet Microbiol & Parasitol,Morogoro,Tanzania
5185,LINTON Y M,LINTON,YVONNEMARIE,,,
5186,MISINZO G,MISINZO,GERALD,,,
5187,MISINZO G,MISINZO,GERALD,Sokoine Univ Agr  Dept Vet Microbiol & Parasitol,Morogoro,Tanzania
5188,KADDUMUKASA M,KADDUMUKASA,MARTHA,,,
5189,KADDUMUKASA M,KADDUMUKASA,MARTHA,Uganda Virus Res Inst  Dept Arbovirol Emerging & Reemerging Infect,Entebbe,Uganda
5190,DJOUAKA R,DJOUAKA,ROUSSEAU,Int Inst Trop Agr  Agroecohlth Platform West & Cent Africa,Cotonou,Benin
5191,ANYAELE O,ANYAELE,OKORIE,,,
5192,ANYAELE O,ANYAELE,OKORIE,Univ Ibadan  Dept Zool  Entomol Unit,Ibadan,Nigeria
5193,HARRIS A,HARRIS,ANGELA,,,
5194,HARRIS A,HARRIS,ANGELA,Cayman Islands Govt  Mosquito Res & Control Unit,Grand Cayman,Cayman Islands
5195,IRISH S,IRISH,SETH,London Sch Hyg & Trop Med,London,England
5196,HLAING T,HLAING,THAUNG,,,
5197,HLAING T,HLAING,THAUNG,Minist Hlth  Med Entomol Res Div  Dept Med Res Lower Myanmar,Yangon,Myanmar
5198,PRAKASH A,PRAKASH,ANIL,,,
5199,PRAKASH A,PRAKASH,ANIL,Minist H & FW Govt India  Natl Inst Res Environm Hlth,Bhopal,India
5200,LUTWAMA J,LUTWAMA,JULIUS,,,
5201,LUTWAMA J,LUTWAMA,JULIUS,Uganda Virus Res Inst  Dept Arbovirol Emerging & Reemerging Infect,Entebbe,Uganda
5202,WALTON C,WALTON,CATHERINE,Univ Manchester  Computat Evolutionary Biol Grp  Fac Life Sci  Manchester,Lancs,England
5203,BERTIN G I,BERTIN,GWLADYS I,Univ Paris 05  Mere & Enfant Face Infect Trop UMR216  Inst Rech Dev,Paris,France
5204,BERTIN G I,BERTIN,GWLADYS I,Univ Paris 05  PRES Sorbonne Paris Cite,Paris,France
5205,SABBAGH A,SABBAGH,AUDREY,Univ Paris 05  Mere & Enfant Face Infect Trop UMR216  Inst Rech Dev,Paris,France
5206,SABBAGH A,SABBAGH,AUDREY,Univ Paris 05  PRES Sorbonne Paris Cite,Paris,France
5207,GUILLONNEAU F,GUILLONNEAU,FRANCOIS,Univ Paris 05  PRES Sorbonne Paris Cite,Paris,France
5208,GUILLONNEAU F,GUILLONNEAU,FRANCOIS,INSERM  Inst Cochin  U1016,Paris,France
5209,EZINMEGNON S,EZINMEGNON,SEM,Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou,Benin
5210,FEDERICI C,FEDERICI,CHRISTIAN,,,
5211,FEDERICI C,FEDERICI,CHRISTIAN,Univ Paris 05  PRES Sorbonne Paris Cite,Paris,France
5212,FEDERICI C,FEDERICI,CHRISTIAN,Univ Paris 05  Prote Facil 3P5,Paris,France
5213,FEDERICI C,FEDERICI,CHRISTIAN,INSERM  Inst Cochin  U1016,Paris,France
5214,HOUNKPATIN B,HOUNKPATIN,BENJAMIN,,,
5215,HOUNKPATIN B,HOUNKPATIN,BENJAMIN,Mother & Child Hosp,Cotonou,Benin
5216,FIEVET N,FIEVET,NADINE,Univ Paris 05  Mere & Enfant Face Infect Trop UMR216  Inst Rech Dev,Paris,France
5217,FIEVET N,FIEVET,NADINE,Univ Paris 05  PRES Sorbonne Paris Cite,Paris,France
5218,FIEVET N,FIEVET,NADINE,Ctr Etud & Rech Paludisme Associe Grossesse & Enf,Cotonou,Benin
5219,DELORON P,DELORON,PHILIPPE,Univ Paris 05  Mere & Enfant Face Infect Trop UMR216  Inst Rech Dev,Paris,France
5220,SKOVMAND O,SKOVMAND,OLE,Intelligent Insect Control,F-34170 Castelnau Le Lez,France
5221,OUEDRAOGO T D A,OUEDRAOGO,THIERRY D A,,,
5222,OUEDRAOGO T D A,OUEDRAOGO,THIERRY D A,Ctr Natl Rech & Format Paludisme,Ouagadougou,Burkina Faso
5223,SANOGO E,SANOGO,EDITH,,,
5224,SANOGO E,SANOGO,EDITH,Ctr Natl Rech & Format Paludisme,Ouagadougou,Burkina Faso
5225,SAMUELSEN H,SAMUELSEN,HELLE,,,
5226,SAMUELSEN H,SAMUELSEN,HELLE,Univ Copenhagen  Dept Anthropol,Copenhagen,Denmark
5227,TOE L P,TOE,LEA PARE,,,
5228,TOE L P,TOE,LEA PARE,Ctr Muraz  Inst Rech Sci Sante,Bobo Dioulasso,Burkina Faso
5229,BOSSELMANN R,BOSSELMANN,RUNE,Intelligent Insect Control,F-34170 Castelnau Le Lez,France
5230,CZAJKOWSKI T,CZAJKOWSKI,TONNY,,,
5231,CZAJKOWSKI T,CZAJKOWSKI,TONNY,Ramboll Grp AS,Copenhagen,Denmark
5232,BALDET T,BALDET,THIERRY,Ctr Rech Entomol Cotonou  Inst Rech & Dev,Cotonou,Benin
5233,GANFON H,GANFON,HABIB,Catholic Univ Louvain  Pharmacognosy Res Grp  Louvain Drug Res Inst,B-1200 Brussels,Belgium
5234,GANFON H,GANFON,HABIB,Univ Abomey Calavi  Lab Pharmacognosie & Huiles Essentielles UFR Phar  Fac Sci Sante,Cotonou,Benin
5235,GANFON H,GANFON,HABIB,Ctr Beninois Rech Sci & Tech CBRST  Ctr Rech Pharmacopee & Med Traditionnelle,Cotonou,Benin
5236,BERO J,BERO,JOANNE,Catholic Univ Louvain  Pharmacognosy Res Grp  Louvain Drug Res Inst,B-1200 Brussels,Belgium
5237,TCHINDA A T,TCHINDA,ALEMBERT T,,,
5238,TCHINDA A T,TCHINDA,ALEMBERT T,Inst Med Res & Med Plants Studies IMPM  Ctr Studies Med Plants & Tradit Med,Yaounde,Cameroon
