Cluster ID,confidence_score,Id,init_name,full_name,affiliation,city,country,canonical_city,canonical_country,canonical_affiliation,canonical_init_name,canonical_full_name,canonical_Id 
1004,0.98700209174837383,4568,OGUTU B R,OGUTU B R,,,,kisumu,kenya,us army med res unit,ogutu b r,ogutu bernhards r,4563
1004,0.9885338459696088,4569,OGUTU B R,OGUTU B R,Kenya Govt Med Res Ctr,Kisumu,Kenya,kisumu,kenya,us army med res unit,ogutu b r,ogutu bernhards r,4563
1004,0.98952007293701172,4570,OGUTU B R,OGUTU B R,US Army Med Res Unit,Kisumu,Kenya,kisumu,kenya,us army med res unit,ogutu b r,ogutu bernhards r,4563
1725,,4571,OH I H,OH INHWAN,,,,,,,,,
1005,0.994922,4572,OHKUBO T,OHKUBO TAKAYOSHI,,,,tokyo 173,japan,teikyo univ sch med,ohkubo t,ohkubo takayoshi,4572
1005,0.994922,4573,OHKUBO T,OHKUBO TAKAYOSHI,Teikyo Univ  Sch Med,Tokyo 173,Japan,tokyo 173,japan,teikyo univ sch med,ohkubo t,ohkubo takayoshi,4572
1006,0.99492180347442627,4574,OKE M,OKE MARIAM,,,,cotonou,benin,minist hlth natl malaria control programm nmcp,oke m,oke mariam,4574
1006,0.99432469606399532,4575,OKE M,OKE MARIAM,Programme Natl Lutte Paludisme,Cotonou,Benin,cotonou,benin,minist hlth natl malaria control programm nmcp,oke m,oke mariam,4574
1006,0.99627764225006099,4576,OKE M,OKE MARIAM,Minist Hlth  Natl Malaria Control Programm NMCP,Cotonou,Benin,cotonou,benin,minist hlth natl malaria control programm nmcp,oke m,oke mariam,4574
1006,0.9956514835357666,4577,OKE M,OKE MARIAM,Natl Malaria Control Program,Cotonou,Benin,cotonou,benin,minist hlth natl malaria control programm nmcp,oke m,oke mariam,4574
1006,0.99573956727981572,4578,OKE M,OKE MARIAM,Minist Hlth,Cotonou,Benin,cotonou,benin,minist hlth natl malaria control programm nmcp,oke m,oke mariam,4574
1006,0.99573440551757808,4579,OKE M,OKE MARIAM,Natl Malaria Control Programme,Cotonou,Benin,cotonou,benin,minist hlth natl malaria control programm nmcp,oke m,oke mariam,4574
1726,,4580,OKEAGBO F,OKEAGBO FREDERIC,,,,,,,,,
1007,0.997217,4581,OKEBE J,OKEBE JOSEPH,MRC Unit,Banjul,Gambia,banjul,gambia,mrc unit,okebe j,okebe joseph,4581
1007,0.997217,4582,OKEBE J,OKEBE JOSEPH,MRC Unit,Fajara,Gambia,banjul,gambia,mrc unit,okebe j,okebe joseph,4581
1727,,4583,OKESOPOH M,OKESOPOH MARIAM,,,,,,,,,
1008,0.991098,4584,OKUMU F O,OKUMU FREDROS O,Ifakara Hlth Inst  Biomed & Environm Themat Grp,Morogoro,Tanzania,morogoro,tanzania,ifakara hlth inst biomed & environm themat grp,okumu f o,okumu fredros o,4584
1008,0.991098,4585,OKUMU F O,OKUMU FREDROS O,London Sch Hyg & Trop Med  Dis Control & Vector Biol Unit,London WC1E 7HT,England,morogoro,tanzania,ifakara hlth inst biomed & environm themat grp,okumu f o,okumu fredros o,4584
1728,,4586,OLAGNIER D,OLAGNIER DAVID,Univ Toulouse 3  Inst Rech Dev  UMR Pharma Dev 152  CHU Rangueil,F-31059 Toulouse,France,,,,,,
1729,,4587,OLESANGBA M,OLESANGBA MARINA,,,,,,,,,
1009,0.99404091494424007,4588,OLLIARO P,OLLIARO PIERO,,,,geneva,switzerland,undp unicef world bank,olliaro p,olliaro piero,4590
1009,0.99249038525990074,4589,OLLIARO P,OLLIARO PIERO,Univ Oxford  Nuffield Dept Clin Med  Ctr Trop Med & Global Hlth,Oxford,England,geneva,switzerland,undp unicef world bank,olliaro p,olliaro piero,4590
1009,0.99316493953977314,4590,OLLIARO P,OLLIARO PIERO,UNICEF UNDP World Bank WHO Special Programme Res,Geneva,Switzerland,geneva,switzerland,undp unicef world bank,olliaro p,olliaro piero,4590
1009,0.99374507154737202,4591,OLLIARO P,OLLIARO PIERO,UNDP  UNICEF  World Bank WHO Special Programme  Res & Training Trop Dis TDR,Geneva,Switzerland,geneva,switzerland,undp unicef world bank,olliaro p,olliaro piero,4590
1009,0.99404091494424007,4592,OLLIARO P,OLLIARO P,,,,geneva,switzerland,undp unicef world bank,olliaro p,olliaro piero,4590
1009,0.994337294782911,4593,OLLIARO P,OLLIARO P,UNDP  UNICEF  World Bank,Geneva,Switzerland,geneva,switzerland,undp unicef world bank,olliaro p,olliaro piero,4590
1009,0.99291568994522095,4594,OLLIARO P,OLLIARO P,WHO  Special Programme Res & Training Trop Dis,CH-1211 Geneva,Switzerland,geneva,switzerland,undp unicef world bank,olliaro p,olliaro piero,4590
1009,0.99231427056448795,4595,OLLIARO P,OLLIARO P,Univ Oxford  Nuffield Dept Clin Med  Ctr Trop Med & Global Hlth,Oxford,England,geneva,switzerland,undp unicef world bank,olliaro p,olliaro piero,4590
1730,,4596,OLLO E,OLLO ELVIRE,Fac Sci Sante  Lab Ctr Lutte Integree Paludisme,Cotonou 01,Benin,,,,,,
1010,0.994922,4597,OLUSANYA B O,OLUSANYA BOLAJOKO O,,,,lagos,nigeria,ctr hlth start initiat,olusanya b o,olusanya bolajoko o,4597
1010,0.994922,4598,OLUSANYA B O,OLUSANYA BOLAJOKO O,Ctr Hlth Start Initiat,Lagos,Nigeria,lagos,nigeria,ctr hlth start initiat,olusanya b o,olusanya bolajoko o,4597
1011,0.9751056432723999,4599,OMAR S A,OMAR SABAH A,,,,nairobi,kenya,int ctr insect physiol & ecol,omar s a,omar sabah a,4600
1011,0.96941484212875362,4600,OMAR S A,OMAR SABAH A,Kenya Govt Med Res Ctr  Ctr Biotechnol Res & Dev,Nairobi,Kenya,nairobi,kenya,int ctr insect physiol & ecol,omar s a,omar sabah a,4600
1011,0.98044781684875493,4601,OMAR S A,OMAR SABAH A,Int Ctr Insect Physiol & Ecol,Mbita Point,Kenya,nairobi,kenya,int ctr insect physiol & ecol,omar s a,omar sabah a,4600
1011,0.97267169952392574,4602,OMAR S A,OMAR SABAH A,Kenya Govt Med Res Ctr,Nairobi,Kenya,nairobi,kenya,int ctr insect physiol & ecol,omar s a,omar sabah a,4600
1011,0.95528948307037354,4603,OMAR S A,OMAR S A,,,,nairobi,kenya,int ctr insect physiol & ecol,omar s a,omar sabah a,4600
1011,0.95297921895980831,4604,OMAR S A,OMAR S A,Int Ctr Insect Physiol & Ecol  Human Hlth Div,Mbita Point,Kenya,nairobi,kenya,int ctr insect physiol & ecol,omar s a,omar sabah a,4600
1012,0.994922,4605,OMER S B,OMER SAAD B,,,,atlanta,ga 30322 usa,emory univ,omer s b,omer saad b,4605
1012,0.994922,4606,OMER S B,OMER SAAD B,Emory Univ,Atlanta,GA 30322 USA,atlanta,ga 30322 usa,emory univ,omer s b,omer saad b,4605
1013,0.99288445711135864,4607,ONIKPO F,ONIKPO F,,,,porto novo,benin,minist hlth direct dept sante publ oueme & plateau,onikpo f,onikpo faustin,4607
1013,0.99390313029289246,4608,ONIKPO F,ONIKPO FAUSTIN,,,,porto novo,benin,minist hlth direct dept sante publ oueme & plateau,onikpo f,onikpo faustin,4607
1013,0.99390313029289246,4609,ONIKPO F,ONIKPO FAUSTIN,Minist Hlth  Direct Dept Sante Publ Oueme & Plateau,Porto Novo,Benin,porto novo,benin,minist hlth direct dept sante publ oueme & plateau,onikpo f,onikpo faustin,4607
1014,0.992318,4610,ONZO A,ONZO ALEXIS,Int Inst Trop Agr,Cotonou,Benin,cotonou,benin,int inst trop agr,onzo a,onzo alexis,4610
1014,0.992318,4611,ONZO A,ONZO ALEXIS,Univ Parakou  Fac Agron,Parakou,Benin,cotonou,benin,int inst trop agr,onzo a,onzo alexis,4610
1015,0.994922,4612,OPIO J N,OPIO JOHN NELSON,,,,northern uganda,uganda,lira dist local govt lira municipal council,opio j n,opio john nelson,4612
1015,0.994922,4613,OPIO J N,OPIO JOHN NELSON,Lira Dist Local Govt  Lira Municipal Council,Northern Uganda,Uganda,northern uganda,uganda,lira dist local govt lira municipal council,opio j n,opio john nelson,4612
1016,0.994922,4614,ORISAKWE O E,ORISAKWE ORISH EBERE,,,,rivers state,nigeria,univ port harcourt fac pharm toxicol unit port harcourt,orisakwe o e,orisakwe orish ebere,4614
1016,0.994922,4615,ORISAKWE O E,ORISAKWE ORISH EBERE,Univ Port Harcourt  Fac Pharm  Toxicol Unit  Port Harcourt,Rivers State,Nigeria,rivers state,nigeria,univ port harcourt fac pharm toxicol unit port harcourt,orisakwe o e,orisakwe orish ebere,4614
1731,,4616,ORTBLAD K F,ORTBLAD KATRINA F,Univ Washington  Inst Hlth Metr & Evaluat,Seattle,WA 98195 USA,,,,,,
1017,0.99492180347442627,4617,OSORIO L,OSORIO LYDA,,,,cali,colombia,univ valle fac salud,osorio l,osorio lyda,4617
1017,0.99490395188331604,4618,OSORIO L,OSORIO LYDA,Univ Valle  Fac Salud,Cali,Colombia,cali,colombia,univ valle fac salud,osorio l,osorio lyda,4617
1017,0.99490395188331604,4619,OSORIO L,OSORIO LYDA,Int Ctr Med Res & Training CIDEIM,Cali,Colombia,cali,colombia,univ valle fac salud,osorio l,osorio lyda,4617
1018,0.99530088901519775,4620,OSSE R,OSSE RAZAKI,CREC,Cotonou,Benin,cotonou,benin,crec,osse r,osse razaki,4620
1018,0.99252177910371264,4621,OSSE R,OSSE RAZAKI,Univ Abomey Calavi  Fac Sci & Tech,Calavi,Benin,cotonou,benin,crec,osse r,osse razaki,4620
1018,0.99337892640720715,4622,OSSE R,OSSE RAZAKI,Ctr Rech Entomol Cotonou,Cotonou,Benin,cotonou,benin,crec,osse r,osse razaki,4620
1018,0.99242803183468908,4623,OSSE R,OSSE RAZAKI,Univ Abomey Calavi  Fac Sci & Tech,Abomey Calavi,Benin,cotonou,benin,crec,osse r,osse razaki,4620
1018,0.99237139658494433,4624,OSSE R,OSSE RAZAKI,Univ Agr Ketou,Ketou,Benin,cotonou,benin,crec,osse r,osse razaki,4620
1018,0.99338425831361254,4625,OSSE R,OSSE RAZAKI,Ctr Rech Entomol Cotonou,Cotonou 06,Benin,cotonou,benin,crec,osse r,osse razaki,4620
1018,0.99371327053416858,4626,OSSE R,OSSE RAZAKI,Univ Abomey Calavi  Fac Sci & Tech,Cotonou 01,Benin,cotonou,benin,crec,osse r,osse razaki,4620
1018,0.99341618472879578,4627,OSSE R,OSSE RAZAKI,Ctr Rech Entomol Cotonou CREC,Cotonou,Benin,cotonou,benin,crec,osse r,osse razaki,4620
1018,0.99337736043063074,4628,OSSE R,OSSE RAZAKI,Ctr Rech Entomol Cotonou,Cotonou 2604,Benin,cotonou,benin,crec,osse r,osse razaki,4620
1018,0.97565814039923926,4629,OSSE R,OSSE RAZACK,CREC,Cotonou,Benin,cotonou,benin,crec,osse r,osse razaki,4620
1018,0.99226751652630896,4630,OSSE R,OSSE RAZAKI,,,,cotonou,benin,crec,osse r,osse razaki,4620
1018,0.99193602258508851,4631,OSSE R,OSSE RAZAKI,Univ Abomey  Fac Sci & Tech,Calavi,Benin,cotonou,benin,crec,osse r,osse razaki,4620
1019,0.9547702819108963,4632,OSSE R A,OSSE R A,Agr Univ Ketou  CREC,Cotonou,Benin,cotonou 2604,benin,crec,osse r a,osse razaki a,4632
1019,0.98837165534496307,4633,OSSE R A,OSSE RAZAKI A,CREC,Cotonou,Benin,cotonou 2604,benin,crec,osse r a,osse razaki a,4632
1019,0.98465728759765625,4634,OSSE R A,OSSE RAZAKI A,Univ Agr Ketou,Ketou,Benin,cotonou 2604,benin,crec,osse r a,osse razaki a,4632
1019,0.98839689791202545,4635,OSSE R A,OSSE RAZAKI A,CREC,Cotonou 2604,Benin,cotonou 2604,benin,crec,osse r a,osse razaki a,4632
1019,0.9811280220746994,4636,OSSE R A,OSSE RAZAKI A,Univ Abomey Calavi  Fac Sci & Tech,Calavi,Benin,cotonou 2604,benin,crec,osse r a,osse razaki a,4632
1020,0.991991,4637,OSTERHOLT D M,OSTERHOLT DAWN M,Ctr Dis Control & Prevent  Div Parasit Dis,Atlanta,GA 30341 USA,atlanta,ga 30341 usa,ctr dis control & prevent div parasit dis,osterholt d m,osterholt dawn m,4637
1020,0.991991,4638,OSTERHOLT D M,OSTERHOLT DAWN M,Cincinnati Childrens Hosp  Div Gen & Community Pediat Res,Cincinnati,OH USA,atlanta,ga 30341 usa,ctr dis control & prevent div parasit dis,osterholt d m,osterholt dawn m,4637
1021,0.994922,4639,OTIENO K,OTIENO KEPHAS,,,,kisumu,kenya,ctr dis control & prevent kenya med res inst,otieno k,otieno kephas,4639
1021,0.994922,4640,OTIENO K,OTIENO KEPHAS,Ctr Dis Control & Prevent  Kenya Med Res Inst,Kisumu,Kenya,kisumu,kenya,ctr dis control & prevent kenya med res inst,otieno k,otieno kephas,4639
1022,0.99423410892486574,4641,OTIENO L,OTIENO LUCAS,,,,kisumu,kenya,kenya govt med res ctr walter reed project,otieno l,otieno lucas,4641
1022,0.99405142068862917,4642,OTIENO L,OTIENO LUCAS,Kenya Govt Med Res Ctr  US Army Med Res Unit,Nairobi,Kenya,kisumu,kenya,kenya govt med res ctr walter reed project,otieno l,otieno lucas,4641
1022,0.9940323114395142,4643,OTIENO L,OTIENO LUCAS,Walter Reed Project KEMRI,Kisumu,Kenya,kisumu,kenya,kenya govt med res ctr walter reed project,otieno l,otieno lucas,4641
1022,0.99354641437530522,4644,OTIENO L,OTIENO L,,,,kisumu,kenya,kenya govt med res ctr walter reed project,otieno l,otieno lucas,4641
1022,0.99445296525955196,4645,OTIENO L,OTIENO L,Kenya Govt Med Res Ctr  Walter Reed Project,Kisumu,Kenya,kisumu,kenya,kenya govt med res ctr walter reed project,otieno l,otieno lucas,4641
1022,0.99511313438415527,4646,OTIENO L,OTIENO LUCAS,Kenya Govt Med Res Ctr  Walter Reed Project,Kisumu,Kenya,kisumu,kenya,kenya govt med res ctr walter reed project,otieno l,otieno lucas,4641
1023,0.994922,4647,OTSYULA N,OTSYULA NEKOYE,,,,nairobi,kenya,kenya govt med res ctr us army med res unit,otsyula n,otsyula nekoye,4647
1023,0.994922,4648,OTSYULA N,OTSYULA NEKOYE,Kenya Govt Med Res Ctr  US Army Med Res Unit,Nairobi,Kenya,nairobi,kenya,kenya govt med res ctr us army med res unit,otsyula n,otsyula nekoye,4647
1732,,4649,OUARI A,OUARI A,IRSS  Bobo Dioulasso,West Africa,Burkina Faso,,,,,,
1733,,4650,OUEDRAOGO A,OUEDRAOGO ALPHONSE,Minist Sante  Ctr Natl Rech & Format Paludisme,Ouagadougou,Burkina Faso,,,,,,
1025,0.73507122921221191,4651,OUEDRAOGO J B,OUEDRAOGO JEANBOSCO,,,,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.74348555550430762,4652,OUEDRAOGO J B,OUEDRAOGO JEAN BOSCO,,,,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.91469841292410181,4653,OUEDRAOGO J B,OUEDRAOGO JB,,,,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.70930739605065551,4654,OUEDRAOGO L T,OUEDRAOGO LAURENT TINOAGA,,,,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.59557983730778552,4655,OUEDRAOGO L T,OUEDRAOGO LAURENT TINOAGA,Inst Reg Sante Publ Ouidah,Ouidha,Benin,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.95076533519860473,4656,OUEDRAOGO S,OUEDRAOGO SMAILA,,,,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.94757229089736938,4657,OUEDRAOGO S,OUEDRAOGO SMAILA,Univ Ouagadougou  Unite Format & Rech Sci Sante,Ouagadougou,Burkina Faso,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.9472428903435216,4658,OUEDRAOGO S,OUEDRAOGO SMAILA,Fac Sci Sante  Unites Mixtes Rech 216  Inst Rech De,F-75270 Paris,France,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.94645324981573853,4659,OUEDRAOGO S,OUEDRAOGO SMAILA,Univ Abomey Calavi  Fac Sci Sante FSS,Cotonou,Benin,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.9476280627828656,4660,OUEDRAOGO S,OUEDRAOGO SMAILA,Inst Rech Dev IRD,Paris,France,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.98507317810347583,4661,OUEDRAOGO S,OUEDRAOGO S,Univ Ouagadougou  Dept Publ Hlth  Fac Hlth Sci,Ouagadougou,Burkina Faso,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.98702295621236169,4662,OUEDRAOGO S,OUEDRAOGO S,,,,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.9844183307705503,4663,OUEDRAOGO S,OUEDRAOGO S,Univ Paris 05  Fac Pharm,Paris,France,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.98549660769375891,4664,OUEDRAOGO S,OUEDRAOGO S,Mere & Enfant Face Infect Trop  Inst Rech Dev IRD  UMR216,Cotonou,Benin,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.98382015300519543,4665,OUEDRAOGO S,OUEDRAOGO S,Univ Badji Mokhtar  Fac Med,Cotonou,Benin,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.9852055329265017,4666,OUEDRAOGO S,OUEDRAOGO S,Inst Rech Dev IRD,Marseille,France,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.98598712140863587,4667,OUEDRAOGO S,OUEDRAOGO S,Univ Paris 05,Paris,France,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.98661985541834973,4668,OUEDRAOGO S,OUEDRAOGO S,Univ Paris,F-75252 Paris,France,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.94602250330375903,4669,OUEDRAOGO S,OUEDRAOGO SMAILA,Fac Sci Sante  Parasitol Lab,Cotonou,Benin,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.94530182173757837,4670,OUEDRAOGO S,OUEDRAOGO SMAILA,Ctr Hosp Univ Yalgado Ouedraogo,Ouagadougou,Burkina Faso,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.94934896447441797,4671,OUEDRAOGO S,OUEDRAOGO SMAILA,Univ Ouagadougou  Unite Format & Rech Sci Sante  Dept Sante Publ,Ouagadougou,Burkina Faso,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.93072085488926282,4672,OUEDRAOGO S,OUEDRAOGO SMAILA,Univ Paris 05  Fac Pharm,Paris,France,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.94627963774132007,4673,OUEDRAOGO S,OUEDRAOGO SMAILA,IRD  Mere & Enfant Face Infect Trop UMR216,Cotonou,Benin,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.94715078671773278,4674,OUEDRAOGO S,OUEDRAOGO SMAILA,IRD  UMR216,Paris,France,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.94749598792105005,4675,OUEDRAOGO S,OUEDRAOGO SMAILA,Univ Paris 06,Paris,France,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.94599506168654468,4676,OUEDRAOGO S,OUEDRAOGO SMAILA,Univ Abomey Calavi  Fac Sci Sante,Cotonou,Benin,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.94921106280702539,4677,OUEDRAOGO S,OUEDRAOGO SMAILA,Inst Rech Dev,Paris,France,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.98499129035256128,4678,OUEDRAOGO S,OUEDRAOGO S,Fac Sci Sante,Cotonou,Benin,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.98823794993487268,4679,OUEDRAOGO S,OUEDRAOGO S,IRD,Paris,France,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.93044396783366345,4680,OUEDRAOGO S,OUEDRAOGO SMAILA,Univ Paris 05  Sorbonne Paris Cite,Paris,France,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.9488124377799757,4681,OUEDRAOGO S,OUEDRAOGO SMAILA,Inst Rech Dev  MERIT Mere & Enfant Face Infect Trop,Cotonou,Benin,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.94764244737047143,4682,OUEDRAOGO S,OUEDRAOGO SMAILA,Ctr Hosp Univ Yalgado Ouedraogo  Publ Hlth Dept,Ouagadougou,Burkina Faso,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.92991183923952503,4683,OUEDRAOGO S,OUEDRAOGO SMAILA,IRD Unite Mixte Rech 216,Paris,France,paris,france,ird,ouedraogo s,ouedraogo s,4661
1025,0.92983479933305224,4684,OUEDRAOGO S,OUEDRAOGO SMAILA,Fac Pharm  PRES Sorbonne Paris Cite,Paris,France,paris,france,ird,ouedraogo s,ouedraogo s,4661
1024,0.99492180347442627,4685,OUEDRAOGO T D A,OUEDRAOGO THIERRY D A,,,,ouagadougou,burkina faso,ctr natl rech & format paludisme,ouedraogo t d a,ouedraogo thierry d a,4685
1024,0.99492180347442627,4686,OUEDRAOGO T D A,OUEDRAOGO THIERRY D A,Ctr Natl Rech & Format Paludisme,Ouagadougou,Burkina Faso,ouagadougou,burkina faso,ctr natl rech & format paludisme,ouedraogo t d a,ouedraogo thierry d a,4685
1026,0.99397978186607361,4687,OUENDO E,OUENDO EDGARD,,,,ouidah,benin,irsp,ouendo e,ouendo edgard,4687
1026,0.99427059292793274,4688,OUENDO E,OUENDO EDGARD,Reg Publ Hlth Inst Ouidah,Cotonou,Benin,ouidah,benin,irsp,ouendo e,ouendo edgard,4687
1026,0.99350877106189728,4689,OUENDO E,OUENDO E,,,,ouidah,benin,irsp,ouendo e,ouendo edgard,4687
1026,0.99469743669033051,4690,OUENDO E,OUENDO E,IRSP,Ouidah,Benin,ouidah,benin,irsp,ouendo e,ouendo edgard,4687
1026,0.99512317776679993,4691,OUENDO E,OUENDO EDGARD,IRSP,Ouidah,Benin,ouidah,benin,irsp,ouendo e,ouendo edgard,4687
1027,0.99380549788475037,4692,OUMA P,OUMA PETER,,,,kisumu,kenya,ctr dis control kenya med res inst,ouma p,ouma peter,4692
1027,0.99465332925319672,4693,OUMA P,OUMA PETER,Ctr Dis Control  Kenya Med Res Inst,Kisumu,Kenya,kisumu,kenya,ctr dis control kenya med res inst,ouma p,ouma peter,4692
1027,0.99326051771640778,4694,OUMA P,OUMA PETER,Kenya Govt Med Res Ctr  Ctr Dis Control,Kisumu,Kenya,kisumu,kenya,ctr dis control kenya med res inst,ouma p,ouma peter,4692
1027,0.99324734508991241,4695,OUMA P,OUMA P,,,,kisumu,kenya,ctr dis control kenya med res inst,ouma p,ouma peter,4692
1027,0.99399767816066742,4696,OUMA P,OUMA P,Ctr Dis Control  Kenya Med Res Inst,Kisumu,Kenya,kisumu,kenya,ctr dis control kenya med res inst,ouma p,ouma peter,4692
1028,0.994922,4697,OUMBOUKE W A,OUMBOUKE WELBECK A,,,,cotonou,benin,ctr rech entomol cotonou minist hlth,oumbouke w a,oumbouke welbeck a,4697
1028,0.994922,4698,OUMBOUKE W A,OUMBOUKE WELBECK A,Ctr Rech Entomol Cotonou  Minist Hlth,Cotonou,Benin,cotonou,benin,ctr rech entomol cotonou minist hlth,oumbouke w a,oumbouke welbeck a,4697
1029,0.99550631642341614,4699,OUSSOU O,OUSSOU OLIVIER,Minist Sante  Ctr Rech Entomol Cotonou,Cotonou,Benin,cotonou 2604,benin,crec,oussou o,oussou olivier,4700
1029,0.99600839614868164,4700,OUSSOU O,OUSSOU OLIVIER,Ctr Rech Entomol Cotonou,Cotonou,Benin,cotonou 2604,benin,crec,oussou o,oussou olivier,4700
1029,0.99587489167849219,4701,OUSSOU O,OUSSOU OLIVIER,Ctr Rech Entomol Cotonou CREC,Cotonou,Benin,cotonou 2604,benin,crec,oussou o,oussou olivier,4700
1029,0.99609518051147461,4702,OUSSOU O,OUSSOU OLIVIER,Ctr Rech Entomol Cotonou,Cotonou 2604,Benin,cotonou 2604,benin,crec,oussou o,oussou olivier,4700
1029,0.9965480466683706,4703,OUSSOU O,OUSSOU OLIVIER,CREC,Cotonou 2604,Benin,cotonou 2604,benin,crec,oussou o,oussou olivier,4700
1029,0.99492180347442627,4704,OUSSOU O,OUSSOU OLIVIER,,,,cotonou 2604,benin,crec,oussou o,oussou olivier,4700
1029,0.99288645386695862,4705,OUSSOU O,OUSSOU OLIVIER,Univ Abomey Calavi  Fac Sci & Tech,Calavi,Benin,cotonou 2604,benin,crec,oussou o,oussou olivier,4700
1734,,4706,OWUSUAGYEI S,OWUSUAGYEI SETH,,,,,,,,,
1030,0.9799876560767492,4707,OXBOROUGH R M,OXBOROUGH R M,London Sch Hyg & Trop Med,London WC1E 7HT,England,moshi,tanzania,pamverc,oxborough r m,oxborough richard m,4717
1030,0.97677919268608093,4708,OXBOROUGH R M,OXBOROUGH R M,Tumaini Univ  Kilimanjaro Christian Med Coll,Moshi,Tanzania,moshi,tanzania,pamverc,oxborough r m,oxborough richard m,4717
1030,0.98506378630797065,4709,OXBOROUGH R M,OXBOROUGH RICHARD M,London Sch Hyg & Trop Med  Dept Dis Control,London WC1,England,moshi,tanzania,pamverc,oxborough r m,oxborough richard m,4717
1030,0.9854533622662226,4710,OXBOROUGH R M,OXBOROUGH RICHARD M,Kilimanjaro Christian Med Univ Coll  Dept Entomol & Parasitol  Moshi,Kilimanjaro,Tanzania,moshi,tanzania,pamverc,oxborough r m,oxborough richard m,4717
1030,0.98605793714523315,4711,OXBOROUGH R M,OXBOROUGH RICHARD M,Pan African Malaria Vector Res Consortium  PAMVERC,Moshi,Tanzania,moshi,tanzania,pamverc,oxborough r m,oxborough richard m,4717
1030,0.98605793714523315,4712,OXBOROUGH R M,OXBOROUGH RICHARD M,Pan African Malaria Vector Res Consortium PAMVERC,Moshi,Tanzania,moshi,tanzania,pamverc,oxborough r m,oxborough richard m,4717
1030,0.98581037422021234,4713,OXBOROUGH R M,OXBOROUGH RICHARD M,Tumaini Univ  Kilimanjaro Christian Med Coll,Moshi,Tanzania,moshi,tanzania,pamverc,oxborough r m,oxborough richard m,4717
1030,0.9864233831564585,4714,OXBOROUGH R M,OXBOROUGH RICHARD M,London Sch Hyg & Trop Med,London WC1,England,moshi,tanzania,pamverc,oxborough r m,oxborough richard m,4717
1030,0.98255964616934455,4715,OXBOROUGH R M,OXBOROUGH RICHARD M,Pan African Malaria Vector Res Consortium,Cotonou,Benin,moshi,tanzania,pamverc,oxborough r m,oxborough richard m,4717
1030,0.98299907644589746,4716,OXBOROUGH R M,OXBOROUGH RICHARD M,Pan African Malaria Vector Res Consortium,Muheza,Tanzania,moshi,tanzania,pamverc,oxborough r m,oxborough richard m,4717
1030,0.97514322400093079,4717,OXBOROUGH R M,OXBOROUGH R M,Univ London London Sch Hyg & Trop Med,London WC1E 7HT,England,moshi,tanzania,pamverc,oxborough r m,oxborough richard m,4717
1030,0.98407169679800666,4718,OXBOROUGH R M,OXBOROUGH R M,PAMVERC,Cotonou,Benin,moshi,tanzania,pamverc,oxborough r m,oxborough richard m,4717
1030,0.98638917009035743,4719,OXBOROUGH R M,OXBOROUGH R M,PAMVERC,Moshi,Tanzania,moshi,tanzania,pamverc,oxborough r m,oxborough richard m,4717
1031,0.991473,4720,PADONNOU G G,PADONNOU GIL GERMAIS,Minist Sante  Ctr Rech Entomol Cotonou,Cotonou,Benin,cotonou,benin,minist sante ctr rech entomol cotonou,padonnou g g,padonnou gil germais,4720
1031,0.991473,4721,PADONNOU G G,PADONNOU GIL GERMAIS,Univ Abomey Calavi  Fac Sci & Tech,Godomey,Benin,cotonou,benin,minist sante ctr rech entomol cotonou,padonnou g g,padonnou gil germais,4720
